countyID,mean,median,2.50%,97.50%
410,83.16110155,79.59295231,57.74935939,122.9334634
411,1115.062119,1088.536617,757.5355458,1624.189236
412,712.2445975,671.4631189,368.4493007,1288.421901
413,147.0429336,134.9147856,94.58388577,278.9150576
414,3927.721046,3788.239848,2241.880764,6405.108265
415,71.58213109,68.42956429,41.12049258,116.6968819
416,196.3543473,191.5289911,142.3193583,267.8226851
417,3805.412078,3736.954756,2603.382409,5403.08472
418,1462.486929,1408.697241,828.9170365,2401.50405
419,20.71196001,20.42025892,13.78380277,29.32495638
420,3375.312655,3314.322054,2309.161376,4797.093507
421,70.66057323,63.89057016,40.34837995,143.2454752
422,11481.25317,11331.77569,8207.122162,15606.43614
423,445.2445283,414.1102169,282.5451993,799.2296647
424,508.4068006,489.2718716,331.2422291,798.2095212
425,1228.119321,1181.682868,700.1883634,2018.494613
426,211.1621919,188.9338595,115.9544113,439.7329471
427,1846.218692,1806.496845,1239.874203,2692.598302
428,126.9015778,114.2430181,59.43419329,270.4673682
429,172.6927843,166.6937595,117.3620006,264.571189
430,140.6754267,129.4068181,71.27688478,277.1696684
431,234.1658348,220.8237542,154.5003884,400.693912
432,370.8088999,334.2393665,205.2162282,757.6146806
433,15366.26898,15178.92372,10955.97527,20870.29041
434,302.0688437,284.0800312,180.1204458,529.052832
435,133.7876742,120.4575531,82.89491621,270.0934818
436,739.2678821,708.594167,411.1625802,1246.736742
437,1775.577514,1739.344407,1201.159267,2556.654456
438,94.50658474,84.95504452,58.11014342,194.4193552
439,18.92698569,18.29123882,10.60793451,30.97507453
440,473.016789,453.2428176,264.2872981,797.5651247
441,156.5476145,148.3945681,106.9243129,256.4026964
442,304.5994607,285.6242166,180.4291278,542.1182946
443,70.96095493,70.13060975,51.6606788,94.99400402
444,516.2626275,486.0091453,289.3726716,918.6566303
445,1375.86316,1326.446585,880.3666936,2152.591772
446,1049.390434,999.3104099,561.0921866,1826.918309
447,3162.728975,3107.585336,2196.810237,4435.900596
448,373.7197279,344.1608578,204.4726586,718.714744
449,20537.65899,20287.61032,14827.33566,27651.7328
450,621.1732264,563.2927102,315.8867766,1264.554578
451,20.11107074,19.84910051,14.26678785,27.40554948
452,849.2656759,813.3963497,467.2915598,1436.871357
453,622.9248866,597.2349713,406.9224052,989.6972294
454,218.0818828,205.4157127,146.0844165,370.5450364
455,275.9295178,262.6255549,168.1758216,459.5054717
456,10873.131,10741.45753,7806.682169,14701.74902
457,749.8341395,724.2508408,467.7858466,1179.731945
458,1823.824403,1760.26351,1051.394953,2953.281157
459,169.4700217,142.3820074,80.68253941,421.4839525
460,236.5211299,229.4535332,162.2261927,353.1755937
461,227.1207714,217.093512,129.31349,382.8064275
462,372.4842171,351.3602115,221.2929205,646.8404349
463,78.02390967,76.0491078,55.58834687,107.2067146
464,2904.711232,2849.54518,1978.736663,4152.403093
465,1512.150917,1451.970627,843.7407118,2525.981627
466,116.334643,101.6373417,63.99032155,259.9966854
467,946.3170492,917.377175,624.272999,1434.7323
468,96.00410044,94.97203958,69.69136379,128.3983518
469,270.5412017,246.3590513,136.1470446,548.9466855
470,155.8644815,149.1964059,102.250015,249.4699
471,66.74180124,65.85810757,46.75146553,91.71778788
472,95.32776024,89.32753393,64.58365351,159.5446298
473,329.5416884,310.0130326,168.2517495,603.1152614
474,149.608147,142.6165459,103.3484402,234.8531768
475,66.95726959,61.04611074,35.06543749,135.05917
476,629.2208444,598.8726214,386.3854608,1048.648622
477,224.0354454,210.9726402,121.9134409,404.4552865
478,526.8036027,506.117232,296.071331,875.0881547
479,58.52165918,51.89790357,29.02145317,129.0785572
480,102.2660438,94.88300333,54.99246006,192.8250549
481,1007.757607,969.6522136,573.6072941,1652.270134
482,597.7860798,573.6839589,361.9857077,972.2080941
483,174.168025,163.9180908,91.77040585,316.6961962
484,75.20266911,69.20217887,40.50778354,145.0690523
485,156.1128797,139.2016493,92.06033354,327.0770789
486,266.8484641,250.8408555,140.1087651,486.6720328
487,51.35747831,46.25101754,26.5764056,106.3139425
488,147.9558541,141.4670749,101.6291133,230.5829075
489,56.98864167,48.89472438,32.81999563,135.0903535
490,250.9422592,226.5312055,149.0730971,503.6996449
491,218.5247474,204.4954235,116.6769314,407.4030503
492,73.46929526,69.58087483,50.66052544,113.1151531
493,301.0540252,274.1907187,157.2145177,600.5552045
494,332.6589109,316.6266285,181.1488796,576.8610162
495,1820.167753,1755.985293,1045.107099,2945.377805
496,1429.47023,1379.142346,898.5918203,2251.988955
497,296.7390909,283.0151778,164.1545338,507.9838662
498,313.8626735,283.4028385,130.4302658,674.4243558
499,1525.953411,1492.780794,1047.853738,2194.700973
500,418.5869071,385.9419742,194.5349195,831.2019956
