state,educ,mean,median,q025,q975
NE,4,0.019291564116078512,0.01810686861007324,0.008280325689971446,0.0367473235224006
NH,1,0.017701604901095985,0.014300288592274153,0.005150052106464421,0.05008819452186362
NH,2,0.01669962011296581,0.016081857292758996,0.00984444056590784,0.02715098358951021
NH,3,0.02309189113610185,0.022811310847233653,0.015199312426975621,0.03259530844423803
NH,4,0.028202833242712468,0.026671561477079934,0.012349931494128412,0.05208796435449486
NJ,1,0.008807021953291014,0.007634664349020917,0.003315768046416024,0.02100145939095217
NJ,2,0.016466017253969366,0.016153893031930967,0.011008012664594618,0.02370622180244552
NJ,3,0.020122335912885266,0.019921112102526367,0.014535545061769099,0.02688347125886387
NJ,4,0.01657664240203058,0.015948263490356183,0.00955441651205111,0.027227330425623725
NM,1,0.015033290136542421,0.013429679678483382,0.004805265212827862,0.03389460118951202
NM,2,0.01482183246835642,0.014252881503844673,0.007706624695967029,0.025256842894612736
NM,3,0.023025639080850424,0.022519035775495074,0.013827224632241729,0.035204215928748804
NM,4,0.023674561863831003,0.022534545029930228,0.010854355606912142,0.04293629863425495
NV,1,0.009345985483047553,0.008732605790659244,0.004154078516425186,0.01798032890776108
NV,2,0.01805206167495881,0.0177125320714202,0.011431887391435898,0.02661798991021115
NV,3,0.019309017717959266,0.019104298128714073,0.01365639007670709,0.026159030960851436
NV,4,0.02565234259535849,0.024899081317172195,0.01476429510957143,0.04084183507496092
NY,1,0.010352609594533884,0.00979097004468744,0.004924207158737129,0.019014313336405776
NY,2,0.018901373869048416,0.018645385358041507,0.013223118156091618,0.026083455388016766
NY,3,0.02190583993018944,0.021745764503606962,0.016493466508193673,0.02827955308969786
NY,4,0.02675646276248375,0.02631302294251908,0.017420549667250897,0.03850553695346768
OH,1,0.012203218566244437,0.010899546463566865,0.0050556467143115895,0.026608999277533796
OH,2,0.015226335267638091,0.0150107336406186,0.010623292780404124,0.021020840694418567
OH,3,0.01925660508938783,0.019096728407966765,0.014329653283651142,0.025056126351321234
OH,4,0.02227641427945974,0.021703418373133818,0.013752046312819788,0.034080706008963214
OK,1,0.013739421445525576,0.011527406047440382,0.0043578103650129315,0.03508227649357223
OK,2,0.015634031744738257,0.01520683473045446,0.009930215772281693,0.0236579792579272
OK,3,0.018898947464748014,0.018712222256050362,0.013044014803208803,0.02584658559479536
OK,4,0.02825928902653628,0.02673302070041928,0.01474246699082216,0.05038749140812676
OR,1,0.014499195112354696,0.012897300506147399,0.0058476927569930314,0.03224997283232162
OR,2,0.01793286581047418,0.01757661014907088,0.01211974355429346,0.025701243610806775
OR,3,0.023233600518722097,0.023094581224365907,0.017719809521766945,0.02951546303900211
OR,4,0.02683498948895541,0.026202924412001026,0.016777089600084474,0.040421746991303596
PA,1,0.011343147275422976,0.010438492787907289,0.005056518596430539,0.02280940846143739
PA,2,0.015032181690615109,0.014849066911766379,0.010710758740366557,0.020378790360358303
PA,3,0.019638389644340542,0.01947678743458238,0.0147685451439711,0.02544716643411296
PA,4,0.02016237679628608,0.019767207628233252,0.012906435090143565,0.02969606352055395
RI,1,0.00831432708663476,0.007639725154691425,0.003248746490148117,0.017297913259140665
RI,2,0.01916627494448125,0.018858402600793626,0.012628098625460308,0.027485145370507735
RI,3,0.020399545478282318,0.02020075374085953,0.014711631214244599,0.02723846091571084
RI,4,0.021497388773649446,0.020915973822470152,0.012559687708815825,0.03365149618722378
SC,1,0.011398673902603847,0.010387622817807324,0.0041771831943732615,0.024122918469727733
SC,2,0.012283806921611849,0.011890092313677676,0.0070963802312941195,0.019755447974451158
SC,3,0.018222229349434727,0.017808107188767477,0.011597230891950206,0.027330773408653097
SC,4,0.016670447165975703,0.015906627028061525,0.008187767667371395,0.0296556915746295
SD,1,0.013674621193691871,0.010652599898524514,0.003009645328314505,0.04111296546724823
SD,2,0.01043506479855398,0.009889198325144063,0.004846270923140792,0.01913345617660605
SD,3,0.015017728163878807,0.014796515574743346,0.008636175957803362,0.02265513867112945
