educ,mean,median,q025,q975,state
1,686.0364128367384,486.9668185338695,122.01790922680682,2407.5725861142964,VT
2,2393.6677653131114,2189.59855772892,950.6054861877393,4960.722506236653,VT
3,6468.819822972113,6313.784298029295,3120.2221908794963,10671.471701762084,VT
4,3702.812408672815,3452.0616223330762,1213.9785417392072,7518.4812630758215,VT
1,4862.654614282501,4533.024340952343,2245.370634003213,9313.57615558336,WA
2,20485.432627578462,20205.466186767364,14349.433475028061,28126.642735194007,WA
3,65762.77226530653,65369.00182267822,51007.63379484517,82784.42718551485,WA
4,21963.08880823338,21613.65857556271,14090.197702127678,31766.24884174846,WA
1,3189.275333299284,2733.539880245662,1177.2444868369919,7857.139527484101,WI
2,15758.55377203358,15406.42948761428,10065.173823051447,23450.547814967027,WI
3,38550.7493079502,38106.520840761805,27177.263289515224,52397.543454968254,WI
4,9275.731519140945,8867.378909069252,5170.214641145526,15699.344758316478,WI
1,2098.317138478914,1772.7564435489185,598.8412954348402,5377.488275632525,WV
2,6471.052499836655,6279.753084106684,3513.837856409612,10498.117633949792,WV
3,10203.404950472474,9990.889829366592,5924.9077309271615,15649.916055881122,WV
4,2957.4911367496657,2731.211322494506,1230.7226754967483,5915.105686113283,WV
1,416.81792386646686,301.0683506938843,74.16158450965789,1429.872996174079,WY
2,1391.5729315064088,1283.4398211703958,555.6605419737936,2833.1545556705314,WY
3,3981.697844305431,3913.074010612352,1965.4218201544868,6415.076018865201,WY
4,1455.3996722554036,1307.3627824215544,398.1308191594712,3322.470731278307,WY
