income,mean,median,q025,q975,state
1,1966.9955842391635,1871.2093521891356,966.4907208898543,3516.007911264285,NH
2,3086.4708103917146,2802.5819116379425,1159.8718334631828,6516.363698695877,NH
3,7301.191326500615,7115.298340706035,4183.400103494493,11370.838357761804,NH
4,9603.726818554413,9419.273820060125,5528.32114658801,14691.809440977066,NH
1,12815.199283405433,12064.997065391959,6618.188645627095,23297.63525325348,NJ
2,11588.978736504316,10767.681458210103,5327.595798155129,22602.79000484752,NJ
3,35194.93146825276,34465.07605214935,22395.41514243819,52003.83383829912,NJ
4,53257.983296636216,52557.93734118665,34866.93848603821,75578.20148748001,NJ
1,7265.531895448599,6928.454510991247,3438.0215914896517,13079.71466836297,NM
2,5153.728338572627,4910.349027365139,2166.513973149197,9495.072605883266,NM
3,9542.585166017361,9265.835893295869,5201.548027137184,15464.111610066273,NM
4,6873.149601706994,6566.324547079692,2985.870117776857,12490.249321150568,NM
1,5298.047297112497,5088.036794370899,2817.7911041135903,8954.998759754855,NV
2,5918.45264785736,5638.830772819767,2856.0910071111807,10572.259508946932,NV
3,16561.356198220452,16318.119961044133,10740.842005181124,23735.18284696642,NV
4,12237.196315011799,11946.769928589481,6986.964669915603,19176.102051257054,NV
1,42291.55135537678,40939.24921822129,24412.785204951528,67453.33153506911,NY
2,37546.36346534968,36220.28543834527,20163.197675380812,62346.27501056041,NY
3,96430.93742613851,95247.57958425889,66536.90057623181,133188.77577512065,NY
4,110860.48478296315,109482.47517830669,75610.57799691976,153357.37112129864,NY
1,22666.661370964703,22060.67864519912,13468.102458013573,35349.8642265108,OH
2,23803.077648903047,23062.215570809054,12925.552276365963,38746.53201849778,OH
3,54809.964637804165,54294.22659277162,38850.78980397317,73527.8111278946,OH
4,41994.7490217567,41251.46773526298,26786.259339673074,61124.60470405861,OH
1,5223.003828555994,5005.398709086066,2879.9377544757476,8833.50470802987,OK
2,10024.636186027248,9564.387082306857,4597.730415657756,17904.315509849213,OK
3,19496.45800935812,19210.21009172882,12930.815266072352,27630.727189042176,OK
4,13275.940287993637,12723.300271318842,7319.273630055363,21991.68321816974,OK
1,8614.04203760574,8375.06108994513,5047.750927639894,13567.619795832637,OR
2,9303.57200177893,8966.000103374306,4873.233330501312,15567.141957309394,OR
3,23943.8710160222,23714.075410978458,16840.418218061,32349.78810446927,OR
4,23770.933933183656,23476.553580363325,15995.223534597675,33144.417327822965,OR
1,24264.19279678184,23608.67233220488,14334.446884385112,37972.332795493916,PA
2,23934.704812250307,23297.25523290815,13341.738283580986,37997.24338283504,PA
3,57776.26642083815,57210.2143717045,41164.17584547004,77565.46957961851,PA
4,53522.455781458615,52861.69510285359,36067.668695583816,74535.40838596271,PA
1,1819.9852955167032,1736.5295523893687,871.5053027364012,3249.020579375702,RI
