state,race,mean,median,q025,q975
ME,1,0.02498152017341743,0.023630781812478203,0.012581853782862296,0.045038463408137615
ME,2,0.135166899731987,0.12466789205043056,0.039387741171391585,0.28845239803189177
ME,3,0.09128178768337046,0.08997827879183937,0.06244129749684256,0.12756638372831788
MI,1,0.02570927122510057,0.02528993894361839,0.017156322319561854,0.03671052793116042
MI,2,0.01209772525191878,0.011796633076844032,0.006493720053496331,0.01936847179673234
MI,3,0.03035086619682682,0.030184200705177293,0.02421536642014924,0.03740278435160678
MN,1,0.01292030375427574,0.012608342646290608,0.008299036684978322,0.019318326203811884
MN,2,0.024213456754086427,0.023511605946074852,0.01251076362626328,0.039751889074803246
MN,3,0.02638857553977207,0.026282140188922082,0.021401198678696148,0.03191078319147766
MO,1,0.008638761245770604,0.008500046094520649,0.005649396435356652,0.012397152830002818
MO,2,0.008026607904390703,0.007791514691541248,0.004117784674319072,0.013244938398679873
MO,3,0.01189160361147148,0.011845141512093288,0.009331154870432583,0.014721301138404986
MS,1,0.007697896295139264,0.0073418365730750276,0.004061699046479254,0.013347292806643053
MS,2,0.012725980305838132,0.012067472078043056,0.003968728759801138,0.025151332429612348
MS,3,0.00924073738297448,0.009188725567990424,0.006124305633017765,0.012676901751483626
MT,1,0.006695835571797939,0.006417379084106698,0.003566178132405838,0.011398330429181395
MT,2,0.006073688558839813,0.005447723873883807,0.0014338548440059697,0.013994089078588106
MT,3,0.006310105143069983,0.006249865470607853,0.0042133024890059784,0.008740233467728738
NC,1,0.011871104070069256,0.011635176693861214,0.00789160864629636,0.017198185951146954
NC,2,0.009907222121959039,0.009635780189862062,0.005074940348374029,0.016210664953759488
NC,3,0.01879683648959657,0.01860274630039834,0.014059488043149042,0.024658264751708247
ND,1,0.001177646913972641,0.0011023457794454828,0.0005630083258480103,0.0022153845628797146
ND,2,0.004353625722170433,0.004154193315075673,0.0017068421018462193,0.008210454173853634
ND,3,0.004124741583006694,0.004027246088464539,0.002556276631873403,0.006262405670296182
NE,1,0.0027345912461527633,0.0025926195775711736,0.001288592325478311,0.004999511814711331
NE,2,0.0009435380424960656,0.0008941707569173411,0.0002825324742394581,0.0018754708197510296
NE,3,0.0038801809260707223,0.003815946473654723,0.0025614162824035194,0.005573748274009987
NH,1,0.0637379564174312,0.06187955032071629,0.0373245647300771,0.10093112718718056
NH,2,0.20336717837058907,0.19435600899068256,0.06370032369054933,0.3967741733709238
NH,3,0.14103840381931446,0.1400434555072738,0.10356500112219617,0.18436116164846975
NJ,1,0.024332802760966773,0.023620665345113905,0.014180358394947636,0.038600503277911855
NJ,2,0.013056375788485364,0.012449662786160354,0.006608958424877969,0.023021688631023
NJ,3,0.03960903451577591,0.03929291518653794,0.030908041874831482,0.050121949208231986
NM,1,0.022195685752183603,0.020736229859127358,0.010368807721228458,0.042344486895995063
NM,2,0.028051265092396794,0.02598462533558384,0.008420526203515537,0.05895068430171792
NM,3,0.04736411545535432,0.04642666957615852,0.03147716140498104,0.06870838199319021
NV,1,0.03397209601741279,0.03238952662039593,0.016220732937828972,0.06082529834958089
NV,2,0.03813923559139251,0.0365900090300923,0.01895192630403788,0.06622507761639357
NV,3,0.0639093691170141,0.06332166227924327,0.04871604829765897,0.08224744322710832
NY,1,0.09818233724419628,0.09631935788660981,0.06100188075467186,0.14586713177155328
NY,2,0.07211930425531562,0.07066757938717622,0.04419028218257455,0.10848768888602349
NY,3,0.19229049449585983,0.19120354104055706,0.1555751497859889,0.23548144714017008
OH,1,0.04480457601937005,0.04432628171574948,0.03136725195574865,0.060964089179753815
OH,2,0.018786092161273426,0.018273833163505365,0.009878090073918072,0.03053955398860943
OH,3,0.02902930247695169,0.02884267153137219,0.022687666155620286,0.03648278736512402
OK,1,0.006644923760101091,0.006503772018033053,0.004138150320575972,0.009931775786167892
OK,2,0.004693642575693144,0.004462762575342782,0.001999832503747381,0.008645417321662796
OK,3,0.009704791391035254,0.009678802061066591,0.007452977065916717,0.012099434705628395
OR,1,0.04903323080814572,0.04753531129702312,0.029647875355912474,0.07676795311003347
OR,2,0.09936675563875182,0.09462597342656721,0.0418204924323608,0.18215917519189262
OR,3,0.12101412931395121,0.12038164688398989,0.0979407809836579,0.14758565891608333
PA,1,0.030756401364166013,0.03040009905753735,0.02188413049943117,0.04171638535826356
PA,2,0.018135078819096557,0.017507566969366076,0.009235344623335872,0.030505238582382698
PA,3,0.04317865597700424,0.04286295948919814,0.0344414217916711,0.053635873814416854
RI,1,0.04538604239401924,0.043118466187049266,0.022778348686829333,0.0807057401705204
RI,2,0.051528329418389675,0.04921601150568134,0.025983535304148667,0.09035640827513172
RI,3,0.07133611719345284,0.07084516354074313,0.055983666296719393,0.0895559511032312
SC,1,0.011468325421222137,0.010951603440688084,0.00586987012624573,0.020082190333083262
SC,2,0.01381361913752466,0.013056313615576067,0.005648869766702499,0.02639464410697671
SC,3,0.04405600460843252,0.043197155501136814,0.03013679086197101,0.06302042733078791
SD,1,0.0008905215794899634,0.0008529462141795349,0.00048188942326155443,0.001514316588960989
SD,2,0.0019104726355680807,0.0018337398336633246,0.0006612411234136956,0.0035921420006399317
SD,3,0.0036729551565530465,0.0036270840763779266,0.002414770635026768,0.005195385344356743
TN,1,0.00844933403311688,0.008205705869002707,0.005119640476629679,0.013199097522350075
TN,2,0.00576239581378492,0.005661021025610183,0.003544728574239836,0.008559799733529456
TN,3,0.010916969550756087,0.010859906761883191,0.008407713154300766,0.013763299377619083
TX,1,0.04150984190691388,0.04078358836257612,0.027195819074212504,0.05985926416377794
TX,2,0.014334737028506793,0.014120134711001535,0.00884645230888127,0.02104308660499894
TX,3,0.023497694132209982,0.02337275838192067,0.018708462349242252,0.02902859466322599
UT,1,0.03628060246768563,0.03442246231089645,0.019235480760845993,0.06387021470427115
UT,2,0.036732906573976265,0.03543303224520039,0.018628712792823538,0.06193334359335054
UT,3,0.06607426391704854,0.06545295286122146,0.050851078028469276,0.08473784748500358
